Title,Price,Sold,Reviews,Condition,Refresh Rate,UPC,Brand,Smart TV Features,Built-in Digital Tuner,Display Technology,Screen Size,Maximum Resolution,Color,Model,Year Manufactured,MPN,Features,Audio/Video Inputs,Manufacturer Warranty,Energy Star,Type,Warranty - Labor,Warranty - Parts,Custom Bundle,3D Technology,EAN,Manufacturer,Assembled Product Dimensions (L x W x H),Manufacturer Part Number,Connector Type,Streaming Services,Is Smart,Resolution,Assembled Product Weight,ISBN,Format,EC Range,Series,Country/Region of Manufacture,Model#,Manufacturer Color,Plug Type,Material,Color System,Voltage,Speaker,Depth (with stand),Width (with stand),Height (with stand),Compatible Brand,Class of efficiency energy,Scale of efficiency energy,modell,Internetverbindung,Processor,Speicherkapazität,Ability to storage,Functionality Smart TV,Inputs Audio / Video,Internet connectivity,Storage capacity,Tuner digital integrated1,Tuner digital integrated2,Tuner digital integrated3,Tuner digital integrated4,Functionality Smart TV1,Inputs Audio / Video1,Tuner digital integrated,Functionality Smart TV2,Size,Televisions:Screen_Size_Class,Home_Video:Series,Bundle Description,Colour,Compatible Devices,Country of Origin,Form Factor,Item Weight,Number Of Items,Package Dimensions,Theme,code,SKU,HDMI,Aspect Ratio,Depth,Depth with Stand,Digital Tuner,DLNA Certified,Electronic Program Guide,Energy Consumption per Year,Ethernet,Height,Height with Stand,Input Voltage,Internet Access,Operating Power Consumption,PC Streaming,Product Family,Product Model,Product Series,Product Type,RMS Output Power,Scan Format,Screen Size Class,Sound System,Standby Power Consumption,Total Number of HDMI Ports,USB,VESA Mount Standard,Video Signal Standard,Weight (Approximate),Weight with Stand (Approximate),Width,Width with Stand,Motion Interpolation Technology,Horizontal Viewing Angle,Product Color,Standard Refresh Rate,item_length,item_width,Functionality Smart TV3,Functionality Smart TV4,Color manufacturer,Inputs Audio / Video3,Inputs Audio / Video2,Year of manufacture,Operating System,Unit Type,Unit Quantity
$500 OFF! BACKLIT MIRROR TV 32” SAMSUNG Q60A SMART 4KTV BRUSHED ALUMINUM FRAME,2899.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,32 in,2160p (4K),BRUSHED ALUMINUM,QN32Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 50” SAMSUNG Q60A SERIES QLED SMART 4KTV VENITIAN GOLD FRAME,"3,599.99", , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,50 in,2160p (4K),Silver/gold frame,QN50Q60AAFXZA,,,2 Port USB Hub,3HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 55” SAMSUNG Q60A SERIES SMART 4KTV LUXURIOUS GOLD FRAME,3999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,55 in,2160p (4K),LUXURIOUS ANTIQUE GOLD FRAME,QN55Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUARE MIRROR TV 32” SAMSUNG Q60A QLED SMART 4KTV  BLACK FRAME 34” X 34” X 1.5”,3099.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,32 in,2160p (4K),CONTEMPORARY BLACK FRAME,QN32Q60AAFXZA,,,"2 Port USB Hub, Mirror TV",3 HDMI,,3 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$500 OFF! MIRROR TV SLIM SAMSUNG 32"" Q60A SERIES SMART 4KTV BLACK ORNATE FRAME",2599.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,32 in,2160p (4K),FANCY BLACK ORNATE FRAME,QN32Q60AAFXZA,,QN32Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV 43” ULTRA SLIM SAMSUNG Q60A SMART 4KTV MOTHER OF PEARL GOLD FRAME,2999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,43 in,2160p (4K),FANCY GOLD FRAME,QN43Q60AAFXZA,,QN43Q60AAFXZA,"2 Port USB Hub, Mirror TV",3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 60” SAMSUNG Q60A SERIES QLED SMART 4KTV ORNATE WHITE FRAME ,4299.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,60 in,2160p (4K),FANCY ORNATE WHITE FRAME,QN60Q60AAFXZA,,QN60Q60AAFXZA,2 Port USB Hub,3 HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW FRAME! MIRROR TV SLIM 60” SAMSUNG Q60A SMART 4KTV FANCY BLACK & GOLD FRAME,4299.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,60 in,2160p (4K),FANCY GOLD & BLACK FRAME,QN60Q60AAFXZA,,QN60Q60AAFXZA,,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 70” SAMSUNG Q60A SERIES SMART 4KTV FANCY SILVER/GOLD FRAME,"5,999.99", , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,70 in,2160p (4K),gold frame,QN70Q60AAFXZA,,,2 Port USB Hub,"3 HDMI, HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 60” SAMSUNG Q60A SERIES SMART 4KTV LUXURIOUS GOLD FRAME,"4,399.99", , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,60 in,2160p (4K),LUXURIOUS ANTIQUE GOLD FRAME,QN60Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022 PRICING $4299.99 MIRROR TV 60” SAMSUNG Q60A SMART 4KTV LUXURIOUS GOLD FRAME,"4,299.99", , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Electronic Program Guide (EPG), Internet Browsing, Internet Streaming Interface, Netflix",,QLED,60 in,2160p (4K),“ELITE GROUP” LUXURIOUS ITALIAN GOLD FRAME,QN60Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOP OF FIREPLACE GOLD FRAMED MIRROR TV SAMSUNG 50” Q60A SMART 4KTV 53” X 77” X1”,6999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Electronic Program Guide (EPG), Internet Browsing, Internet Streaming Interface, Netflix",,QLED,50 in,2160p (4K),FANCY GOLD FRAME,QN50Q60AAFXZA,,,"2 Port USB Hub, Mirror TV","3 HDMI, HDMI",,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYBER MONDAY $2799! MIRROR TV SAMSUNG 43” Q60A SMART 4KTV BRUSHED ALUMINUM FRAME,3099.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,32 in,2160p (4K),BRUSHED ALUMINUM FRAME,QN43Q60AAFXZA,,,"2 Port USB Hub, Mirror TV","HDMI, 3 HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 50” SAMSUNG Q60A SERIES SMART 4KTV CONTEMPORARY GOLD FRAME,3999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,50 in,2160p (4K),CONTEMPORARY GOLD FRAME,QN50Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON SALE! GOLD FRAMED MIRROR TV SAMSUNG 32” Q60A SMART LED HDTV 37” X 56” X 1.5”,"2,999.99", , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Electronic Program Guide (EPG), Internet Browsing, Internet Streaming Interface, Netflix",,QLED,32 in,2160p (4K),Gold,QN32Q60AAFXZA,,QN32Q60AAFXZA,"2 Port USB Hub, Mirror TV","HDMI, 3 HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM SAMSUNG 43” Q60A  SMART 4KTV CONTEMPORARY SILVER FRAME,2999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED 4K,43 in,2160p (4K),FANCY CONTEMPORARY SILVER FRAME,QN43Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 50” SAMSUNG Q60A SERIES SMART 4KTV FANCY ANTIQUE GOLD FRAME,3499.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,50 in,2160p (4K),FANCY ANTIQUE GOLD FRAME,QN50Q60AAFXZA,,QN50Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
“ELITE GROUP” MIRROR TV 43” SAMSUNG Q60A SMART 4KTV ANTIQUE VENITIAN GOLD FRAME,2999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED 4K,43 in,2160p (4K),ANTIQUE VENITIAN GOLD FRAME,QN43Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 65” SAMSUNG Q60A SERIES SMART 4KTV GOLD/SILVER FRAME,4699.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Electronic Program Guide (EPG), Internet Browsing, Internet Streaming Interface, Netflix",,QLED,65 in,2160p (4K),SILVER/GOLD FRAME,QN65Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 43” SAMSUNG Q60A SMART 4KTV LUXURIOUS ITALIAN GOLD FRAME,2999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,43 in,2160p (4K),VERY FANCY GOLD FRAME,QN43Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW Supersonic SC-3216STV 32"" Smart LED-LCD TV - HDTV Black Direct LED Backlight",303.67, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,6.39131E+11,Supersonic,,,Direct LED,"32""",1366 x 768,,SC-3216STV,,SC-3216STV,,,,,Smart LED-LCD TV,,,,,,"Supersonic, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,Yes,16:09,,"2.95""",ATSC,,,,Yes,,"17.08""",230 V AC,Yes,56 W,Yes,,,,,16 W,720p,,,,,,,,,,,,,178°,Black,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 60” SAMSUNG Q60A SMART 4KTV FANCY GOLD/SILVER FRAME,"4,199.99", , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Electronic Program Guide (EPG), Internet Browsing, Internet Streaming Interface, Netflix",,QLED,60 in,2160p (4K),LUXURIOUS SILVER/GOLD FRAME,QN60Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV 50” ULTRA SLIM SAMSUNG Q60A SERIES SMART 4KTV CONTEMPORARY WHITE FRAME,3699.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,50 in,2160p (4K),Silver,QN50Q60AAFXZA,,,Mirror TV,HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$1000 OFF! MIRROR TV SLIM 65” SAMSUNG Q60A SMART 4KTV FANCY ORNATE GOLD FRAME,4299.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,SAMSUNG,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,65 in,2160p (4K),FANCY GOLD ORNATE FRAME,QN65Q60AAFXZA,,QN65Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$500 OFF MIRROR TV SLIM SAMSUNG 43” Q60A SERIES SMART 4KTV DISTRESSED GOLD FRAME,2999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,LED 4K,43 in,2160p (4K),FANCY ORNATE GOLD FRAME,QN43Q60AAFXZA,,QN43Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 43” SAMSUNG Q60A SERIES SMART 4KTV CONTEMPORARY BLACK FRAME,3099.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,43 in,2160p (4K),CONTEMPORARY BLACK FRAME,QN43Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,6 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
